names,stars,dates,reviews
Brenton Juett,4,2016-06-07,Good app Good app but more instructions are needed i.e what perameters need changing to get G-Mouse exturnal GPS antenna to work. Area is not accurate. I find when app says 0.66ha actual area covered is 1ha .thanks for the great app but hope to see more detailed instructions in future please.
Paul Borthwick,1,2020-06-15,"Downloaded, installed get stuck on a screen where it was ' setting a few things up'. Tried two installs. Same result. Uninstalled and moved on."
Kevin Gammill,4,2019-07-16,"Field bee is a good app for me at this time. If I were needing to get extremely close as GPS app, I would need something else, but for now it's just what I need. I do have a Garmin road GPS unit it get a bit closer (I take it runs from same satellites)"
Phill Grimes,5,2020-11-25,"Easy to use and save your field information. I recommend this app for all kinds of uses. Ie. Fencing, landscaping, calculating seed and fertilizer..."
matilda kelly,1,2020-04-27,"There are so many good reviews, I would love to use this app. However I can't even get past the log in stage or create an account. There is no option to contact for assistance 🤔"
Loukas Drosos,5,2020-11-12,"Really good app does exactly what you need when seeding,spraying, fertilizing and more. easy to use"
Don Hatcher,4,2021-08-22,Works great. I only used the GPS on my phone with does not have the accuracy of stand alone gps but Fielder recommends using one.
Jared Cox,4,2020-07-14,"Good app for tracking in the field, keeping up with progress and time spent."
Armand Venter,5,2020-01-30,"Really good app, really helps me alot without having to buy any expensive equipment, recommended it to all the farmers i know"
Casey Shaw,5,2020-08-17,Have a question. Is there a Bluetooth GPS antenna besides the ones shown that will work with this app?
Luiz Fernando Capelezzo,3,2019-08-11,I couldn't connect with external bluetooth GPS. Can I do this?
Daniel Hofer,5,2021-11-10,Awesome app. Very user-friendly
Dan Schneider,3,2016-05-28,"US version Can't see where to change to English units!  MPH, feet, acres.   Also, no way to save data."
Patrick Bleasdale,1,2020-06-03,"Terrible, barely tracked the GPS location and a pain in the butt to use effectively"
Martin Timmermans,5,2020-03-21,great app. very easy to learn but has a lot of great features.
Hamish Kay,5,2021-04-01,Great app but I'm struggling on how to use it properly. My lines aren't even straight when using it. Guess I'm a stupid retard .
Farming videos 474,4,2020-03-24,It's good as long as you can navigate fields properly
Dan Both,5,2019-09-18,"Works great, accurate and easy to use."
Tom Cyster,4,2019-05-10,The best guidance app available for Android
Brian Bacon,4,2020-07-05,Good basic (free gps)
Steven Fisher,5,2020-05-06,"Works okay, I need to fine tune it"
c pilot,1,2020-05-20,Import fields not functional with kml or shp zip as indicated
Jack Drygr,3,2019-07-09,A ok .. new to understand but learning
Mike Burnett,4,2016-05-21,Great app Would be great to be able to save data and A/B lines etc and to be able to share with other staff. Can the paid version do this?
Johan Wilken,1,2020-09-24,This app is difficult to opperate and do as it please
Charles Elliott,4,2020-04-25,First time to use it. It was good to see were I had been in the field.
Harvey Shafer,4,2020-12-19,Still learning but so far I like it.
David Cunningham,5,2020-07-27,It was very good to work with
Patrick Creedon,5,2019-06-22,accurate gps guidance
Alamdar Dastani,5,2020-04-11,Great app. Very helpful
Jimmy Tatham,4,2021-01-22,Still working with it and myself
Joel Kornelsen,4,2019-06-09,When is tilt compensation coming up?
Andrew Carbert,1,2020-05-29,The app wont let me create an account
Jackie Stewart,5,2020-05-27,Easy to use
Ben Davis,4,2016-05-04,V useful Great simple app to use when try to fertilise fields and spray without a exspesive guidance system
ian haggart,5,2020-09-06,Very promising application
Alex Orttewell,5,2020-05-24,First impression is good
Vuyo Lwazie,3,2019-12-08,Very good app
John Dickson,5,2020-08-04,Exactly what I needed.
Lynn Tincher,5,2019-06-27,so far so good
Eric Jelinski,4,2021-08-01,Just started using it.
George Dumitru,1,2022-03-29,"Am cumparat de la ei receptorul L2, licenta aplicatie pe 3 ani. Initial mi-au zis ca nu am nevoie de semnal RTK pentru ghidaj manual, apoi dupa prima plangere au zis altceva. Am facut abonament la NTRIP provider (pentru RTK) si degeaba... se blocheaza si nu pot folosi nimic. Suportul tehnic nu m-a ajutat, chiar m-au blocat pe whatsapp. Mai bine va cumparati un sistem profesional decat sa dati banii pentru a testa un sistem incert :) Nu recomand!"
Luiz Ricardo,5,2022-01-03,"Ótimo! Ainda estou aprendendo a usar, mas fiquei feliz pois mesmo sem conexão lá no campo e sem receptor algum de sinal, consegui usá-lo. Tenho que praticar mais... parabéns pelo app."
matthew williams,5,2021-01-12,Very useful
Agustin,5,2020-11-12,"The best apps for tractor navigation, I recommend it 100%"
eric campbell,2,2016-02-16,Can't get it to function I'm from UK and can't get this to function on my phone (lg g3) with Android 5.0 or on my tablet nexus7. Is there a GPS antenna that's recommended and a micro usb adapter cable that can be got ect that might fix this problem.
Kyle Hauswirth,5,2020-06-01,nice app
Frank Fowler,3,2020-06-02,Temperamental
Arfaoui Med salah,5,2020-04-17,Very good
Brandon Porter,4,2019-10-14,good
Chris Hayter,4,2019-09-13,Very good
Steve haux,5,2019-05-04,ok
All will be Ok,1,2018-09-04,It is very bad apps
Jason Wachter,5,2018-04-04,Getting started and loving so far. Support was fantastic and fast
Deon Greyling,4,2018-02-05,Keps all you info in one place
Wessel van der Westhuizen,5,2017-12-31,Great  app have it for more than a year and it is great
James Miller,5,2016-03-10,Works great for broadcast planting and spraying Look forward to future development. Would love to see basic field mapping feature added to this app.
Daniel Lay,5,2017-11-30,Fantastic so far
Jeff W,1,2017-10-12,Customer support never could fix the issue of when I tried to use the app it placed me in a field 250 miles west of my location after a few attempts they simple stop responding. Since that time the free trial has expired and no way am I paying for something that's none functioning.
Jason and Erica Hornor,5,2017-04-23,The best farm records app!
maplasie johan,5,2017-02-19,Great
Brannon Stone,1,2016-09-05,"Junk When you try to log in it says password incorrect, when you reset the password it still says denied!!"
A Google user,5,2016-08-06,Excellent Great app with tremendous potential to automate all record keeping on the farm. The best solution I have come across.
Geert Lepoutre,5,2016-07-26,Ideal farm app This has changed the way we approach record keeping and farm management. I have recommended  it to everyone I can. Very user friendly. Great company
Riaan Weyers,4,2016-06-16,love it makes my day on the farm so much easier. i dont have to go looking for information in different places. it is all in 1 app. thank you
Balkrishna Chougule,2,2016-06-05,Not free
T H Kane,4,2016-04-07,Best ag app I've found for free
Abraham Bensend,2,2016-03-12,"Needs imperial units: acres, feet, mph Very promising, but lacks anything other than the metric system.  Fix this, and it will explode in popularity."
Cornel Ionita,5,2016-03-01,"Best farm management app The more I explore this app and the online dashboard, the less need I have for separate spreadsheets to keep various records. Very good farm journal, scouting, material stock and others. Keep up the good work."
James Obrien,1,2016-02-21,can not even turn off the trial. or get the plotter to work. not very user friendly.
Brad Y,4,2015-07-17,"Good app It needs a place for equipment and  maintainence, and uses too much battery life. but awesome app"
Prabhakar Kumar,5,2015-05-28,Good app Farmers friendly app
Ross Litwiller,5,2015-04-12,"I mainly use the app for mapping fields as a farm worker and don't use all the features it offers. You can basically keep track of everything you do in your fields. I like it that I can map fields out, give them names and look at them later before we go to work there so we no how much product to take. We custom spread fertilizer so is very helpful when you can't remember all the different farmers fields. I also like it that these guys keep updating their stuff. I know they are still improving their product."
Seamus Kenny,5,2015-04-11,On efficiency the most useful apps I have on my phone The app is a great help when at fertilizer and it is very user friendly just wish the gps was a bit more accurate but that's why you are asked to buy the antenna. Despite this it is very useful but it needs a better tutorials or a help section  a youtube video how to work would be a good help
Michael Stuckey Jr.,2,2015-02-09,"When I first download this app it was great, since it has repeatedly updated now the app no longer allows me to log in meaning the app is useless because I cannot gain access to use it. If the login issues are fixed and the app is useful again I will re-rate it at a 5"
bhargav rayeni,5,2014-10-14,How do you delete a field??
colin lewis,5,2014-09-14,"Simple to use , great information and great way to store field and operation records , I use this system simply only as an operator and not for administration but however this tool could be a valuable asset to a large multi operator business synchronised with administration through a central hub ! I rate this app very highly and recommend it to anyone in the agriculture and perhaps even horticultural trade ! I look forward to the future to see what other developments efarmer brings !"
Mark Allen,5,2014-09-18,Love it!
Jacques Coetser,4,2015-07-06,Is there a users manual to help setting it up ?
Kaleb Miller,5,2014-09-08,Great app I work for a farmer that has around 35000 acres and this is a great app to have to map and save fields so you know where they are. Really handy
adrian miranda,5,2014-09-02,Great Just amazingly helpful
Ramabadhran Gopalan,5,2014-08-25,Awesome
Šarūnas B.,5,2014-06-19,Great Fast support. Very nice map functionality. Regular improvements. Easy to use.
Eduardas Sitikas,5,2014-05-17,"Puikus supportas! Programa daro tai, ko iš jos tikėjausi, labai patogu naudotis plotų brėžimu. Kai kilo klausimų - per porą minučių gavau visus atsakymus. Linkiu kad būtų taip ir toliau"
Crawford Peitso,2,2014-02-17,"Long time user just glitches out There is a major glitch with marking out fields.  I place three markers then the fourth changes the whole shape and renders the attempt useless.  Please fix,  it was working great.  I'm using Galaxy note 3"
indiana jones,5,2014-03-25,A++++ customer service!!!! By far this is best farming  app I have used. I had some trouble figuring couple things out so I emailed them and they immediately helped me and took care of it for me. All my coworkers are linked to it so we all use the same maps and info. Thx for a GREAT app!!!
A Google user,5,2014-01-04,Excellent Very good application to measure land and track different crops.
Leon Mouton,5,2013-09-03,"Awesome app This app works well,  for our ops. Please consider adding a farm perimeter as well we have 24 different farms that we work on and it would be handy to have that function, and also allow to tap on field no to show details,  thanks again..."
A Google user,5,2013-06-14,Helpfulll
richard dangerfield,5,2015-06-04,AgriBus.Nav I couldn't believe how well this works and how much i use it in the tractor . Highly recommended.
Ravindra Bandara,5,2016-02-26,"Great App I've been looking for something like this for a long time would be nice if we can add a photo to each task, that way its easy for us to recall that activity. Thanks"
Amol Kalpande,4,2016-04-08,Amol kalpande Amaging app
Shivkant Narayankar,4,2015-03-29,ठीक आहे
Chaitanya Pawar,4,2016-02-10,good app app is very usefull
Ike Ikie,5,2016-04-22,Good Idea....
Abhishek Pawar,5,2016-10-26,Love this Great app
Suragowni Raghu,5,2018-10-26,Suor
Komal Nagar,5,2019-12-27,नमस्तेहै
zin min,4,2016-12-08,good nice
"jatt,s play list",4,2019-06-02,good gps
Jacob Ferrero,4,2015-05-13,Will not open on Galaxy Note 10.1 4.4.2.  Thanks! It does work on my phone. Galaxy Note 4 version 4.4.4.  Very good app.
A Google user,5,2017-02-15,Fantastic
Paul Jensen,2,2022-01-02,"App won't install on your desk top untill you add a property or field. But it's almost impossible to add a guild, because when you go into the map, the names of the towns are the same colorscas the fields, AND no matter how much you enlargevtge feild or map, the size of the name of the town still stays very smalls,and the same color as the field!!! Would be better if u could enlarge the size of the town names as u enlarged the maps, & would help if town names were in black, & roads drawn in too."
Scott Sweet,1,2022-03-03,Uninstalled because it does not work at all. Does not find any satellite data.
Iulian Blejusca,5,2021-01-27,"Amazing app, however after latest updates (probably since offline functionality was added) the interface is extremely slow and laggy and by that I mean it takes a lot of time from clicking on a field to when the app displays the field's ndvi image. I have an 8 core cpu and 6 gb ram so phone hw is not a problem. Kindly ask you to address this issue. Later review: I can confirm that as 27/01/2021, the app works smooth and I therefore can give 5 stars. Many thanks to the team, amazing work."
Uzma Ghazali,5,2019-06-21,"this app is God sent...let's you record all farming activity and view all available NDVI images of the chosen field. not only that, it also lets you see the NDVI image of all available dates. I can track the progress of my crop by viewing all the images and highlight areas that are of low productivity. I hope you guys also add in other filters like EVI. That would be really great. thank you."
Todd McDaniel,5,2020-06-04,Love this app! Helps you with any issues with drought or too much watering. Satellite feeds. To give you accurate info for managing crops & balancing fertilizer placement. Weeding and feeding There is a lot more features than this. If your having issues with growing issues that need to be solved this app is a definite help. Best times to spray herbicides. Wind issues & weather.
Anatolii Vasylchenko,5,2020-06-25,"This is a great app. I can monitor vegetation dynamics and weather at my fields from any location without necessarily visiting them. It allows to now precipitation, wind speed, dew point, temperature, predicts growth stages. Extremely useful. I highly recommend it."
Robert P,5,2022-01-20,Very useful and user friendly - would it be able to see crops (estimated) of different lands from previous years?
Sivakumar S,3,2021-10-06,Good app. Yet to improve on map accuracy. Need to enable user to input coordinates of a field. More crop to be added in the list.
Tim Brown,5,2021-09-17,Absolutely exceptional use OneSoil every day in the field a credit to everyone that has made this happen. I am extremely grateful and really proud to be part of this Scouting system it has truly changed our business for the future. Kind regards Tim.
Peter Tullett,5,2015-04-27,Great
Johan Vorster,1,2019-04-12,The map is very old and out dated like 3 years or more behind. Map still shows old grass land that have been converted to field about 4 years ago. Not so great!
Alfred Nilson,5,2019-04-24,"Highly recommended. Its maps are clear and accurate, absolutely worth trying."
Fouad Amine,5,2019-05-13,"Hello, very interesting work is made by onesoil team. I personally, very much I've contact them for some technical details and the person has shown a high professional level. Thank you one soil and I hope you integrate Morocco 🇲🇦."
Justinas,2,2020-01-10,"You say that every 3-5 days new satelite photo comes, but how come I see only 2015 or even older photo instead? Idea quite good, but realisation not even close."
Francesco Scandola,5,2020-01-03,Intuitive and friendly from first login. Suggested to some relatives who could use it more than I do.
Charlie Showers,1,2022-03-16,"Sorry but the app doesn't load, just a white screen with logo."
Олег Фролов,5,2021-10-05,It real helps me monitor my fields. Very useful app.
Fuat Yasin AKYOL,5,2019-06-04,The app is really good but i wish we could change the colour of borders which is only yellow
Michael Wiggins,5,2019-04-30,Useful and reliable app. Works well and does the job. Kudos
Jaiden Greenfield,5,2020-05-06,Great free app with some functions of other paid apps works great here in Australia 🤟
Justin Franken,1,2021-09-18,5 day free trial only. Description looked as though there is a continuous free version. Not so.
Allen Bond,3,2018-04-12,If it would allow me to use ft and inches and not metric I would use it.
Stavros Kalogerakis,4,2021-05-16,Easy to use and useful application for crop monitoring
Graeme Pile,5,2019-08-04,great app to work with and its free... so easy to load paddocks and info
Pepe Lt,5,2021-10-25,"It has been a valuable tool for monitoring and defining irrigation. Deficiencies are visible and irrigation blocks have been rearranged according to NDVI and contrasted NDVI, previously identified soil differences within a field have been confirmed."
Didzioji Siela,4,2020-03-21,Not bad. I am still waiting offline function. We work near border of republic. There are no internet.
KAMDOAN KAMDOAN,1,2022-03-13,Crashed 1st try
Pavel Devyatov,5,2019-06-17,Useful and very easy to use.
Adrian Hofer,5,2020-05-06,I love this app. It helps me keep track of my rotation.
Diego Alvarez,1,2019-09-28,IT crashes on N10+
Wycliffe Kiplagat,5,2021-04-08,Good app for remote crop monitoring
Abhishek Sinha,5,2019-04-15,App crashes everytime.
Yuri Karmidzhanov,5,2016-04-10,Otlichno raboti.
Cody Bond,5,2019-04-24,I wish I knew this app earlier. The most useful app I've downloaded lately :)
Сергей Гапон,5,2018-10-09,Great app. Conveniently. Glory to Belarus)
Baraka Mitsanze,5,2020-04-19,It's performance is excellent
Георги Милев,5,2020-03-13,Super useful for agriculture business.
Fourie van Rensburg,5,2020-02-15,Best app free app I have used!
Алмас Сапаров,5,2021-08-24,Really cool app!
Amanda Ave,4,2021-09-04,Like that little that I've learned
Santanu Roy,4,2020-07-19,It is very helpful
समाधान राजेभोसले,1,2019-08-21,"Bogas , do not waist time"
Elsadig Mohammed,5,2022-03-29,"It is very good app, it needs more vegetation indices"
Rijwan Ali come to up,5,2020-11-20,Okk
Fortimok,5,2022-01-20,Thank you!)
Dady Freddy,5,2021-11-24,Оперативно реагируют и устраняют проблемы. Хороший коллектив разработчиков.
hamid rahimi,5,2021-11-09,Its cool. 👏👏
Rogelio Martin Corsino,5,2021-08-12,Excellent application are constantly improving. And it is the one that offers the best service among the free applications
Anton Karakay,5,2021-06-23,Nice app!
John Rempel,5,2021-07-19,Nice tool!
Farming Mx,5,2021-06-14,Very useful
Munkhbataa Enebish,5,2021-02-03,Super
Irfan Khan,4,2020-10-09,Good
Ingars,5,2020-09-07,ok
Po.bharrath Po.bharrath,5,2020-04-03,Super
Dan Hewitt,5,2020-07-10,Awesome
Dean Linde,4,2020-05-26,Good
David roe,5,2020-04-22,Great
Göker Kuzucu,5,2020-01-22,Great
A.R. Patil,5,2019-12-19,Excellent
Adeniyi Coker,5,2020-01-07,Lovely app.
Matias Sueldo,5,2019-09-25,"Very good application, the truth is that the information available is very useful to evaluate the lots their behavior over time. That they are updated images helps much more, and above all that it is free gives it an extra plus since it has more arrival to all the people who can not pay for such complete information."
Barbara Miller,5,2019-04-25,"Awesome field monitoring app, you'll find it useful as I do. All the maps are up-to-date and accurate"
Henry Bierens,5,2019-05-12,top
Federico Framarini,5,2019-04-05,"Very good!!! easy, intuitive and fast. Waiting for them to grow to add offline and VRT. For now excellent!"
Esther Daniel,5,2020-12-09,I love it
A Google user,5,2018-10-19,"Неочікувано додаток виявився дуже корисним для мене особисто. Простий інтерфейс, легкий у користуванні. Знімки актуальні та якісні, єдине, що треба гратися з масштабуванням для детальної інформації про рівень вегетації та про проблеми на полі. Дякую розробникам!"
Rom Sav,5,2018-08-18,Sweet! Very useful staff!
Martin MaLee,5,2018-08-17,Very useful app. Thank You.
Vlad Bataev,5,2018-04-02,such wow amazingly beautiful
Frank's Duckfoot,1,2018-10-02,Old map
rezerve Pergjithcka,5,2020-01-20,nice
Avinash Madhukar,5,2022-03-24,"One of the best app and I am using it from many years I have learnt many new thing for my home garden, if you are passionate about gardening then you should definitely try this application ."
Wendy Smilek,1,2022-01-24,"I paid for one year subscription and then I renewed and agreed to a year beyond that, but when I got my new phone it won't let me access any of the information that I saved on hundreds of plants from last summer. So I say don't waste your money they'll try to trap you in!!!"
RafiqN Khan,4,2022-01-29,"Nice and excellent apps of my first day experience... But needs little more addition.. Choices should be more than 10 crops included.. However, great feeling in using this apps. The founder/planner must be rewarded both in this world and also after leaving this world..."
Asim Kumar De,4,2022-02-17,"Plantix is most helpful for the beginners those are not at all experience in firming also ! Iam very glad to say that l will have the era which I was seeking badly. I hope, it will help me a lot."
R Shackleford,3,2019-04-30,"Has potential, but anything I submit it returns no results. It says there is not enough information. Tomatoes aren't even on the list it offered. I give it 3 stars for the potential. At the moment it is useless to me. I'm just baffled that it doesn't know some of the basic garden plants. Or rather ""not enough information"". Even though it only asked for a photo, and what general species the plant is."
Marirose Mazza,3,2020-05-11,"Seems like it has the potential to be a really great app. Visually appealing and cool features! Also user friendly. However I was a bit disappointed when I saw how limited the crop options were. Most of the options most likely would not be grown by someone at home for personal use. I was only able to choose beans and tomatoes, but I also have broccoli, kale, radish, spinach, parsley and basil in my yard. Will upgrade to 5 stars when more options available!"
Chathoth Sathish,4,2022-01-28,"Nice and effective ap. By uploading the photograph of the affected plant, one could get suggestions of what insectide to use and in what quantity. The highlight is that they give suggestions for using natural inseticides also."
Paramveer,5,2022-02-05,This app is very helpful. I really liked the feature wherein you get to know which disease is affecting the plant just by clicking the picture.
nimesh bhagat,4,2022-02-10,Interesting application. Description of the diseases are in detail. Remedies are in both organically and inorganically.
Mohamed Eissa,4,2022-02-24,Great experience bur need to cover more crops. Always need more definition tools for the aphids
Suguna Savitha,5,2022-02-18,Very helpful for the crops fertilizers and bugs problems and I recommend it to each and every plant lover.
Victor Joseph,4,2022-02-25,A very good app. Every farmers should maintain it to get the benefits.
PUKHRAJ KHILERY,5,2022-02-15,Very useful for every farmer and guidance about all kind of disease control .
Ali raza Khan,3,2022-02-21,appreciable effort from developer and their team to build this masterpiece app i like this app its usefull to get diagnose the problem with plant while taking picture of your plant
TITUS CARLOS,5,2022-03-12,The best app ever.!! Excellent work keep it up.
Levi Spears,5,2021-01-23,"Great app thats useful for growers to identify plant issues. Responses from the experts are fast and helpful. One suggestion is for the problem questionnaire to include more crop types to select inside or to let the user manually key in the plant species itself, as not every plant type is listed. Would totally recommend this app."
Kaos Wizard,5,2021-12-02,"Nice app, I'm new to this game and I have noticed some problems with crops on the land. Plantix seems to be getting it right and helping to clear the problems. Thanks for this app, keep up the hard work guys and girls! 💚"
Srinivas Golem,4,2021-10-30,"Today I updated app afterwards I am unable to open notifications in community, whenever I click on notification symbol then app automatically closes itself. Everytime it is happening so fix this bug."
Random Vid,4,2021-11-12,"One of the best agri and horti app, explore more in this app using all the beneficial tools cultivation tips helps me a lot, but for certain crops like BANANA , CABBAGE there's no cultivation tips. Please add cultivation tips for all the Major crops."
Ramkrishna pandey,3,2022-01-11,Good app 3as there is always some room for improvement......like you can add upvote feature in reply section so that if an scholar person agrees with someone they don't have to make a new comment also the photo of the scholar also should be shown beside the reply
Lakhan patidar,4,2022-03-14,Great efforts 👌 ....keep it up and keep it free 😄
Never watched before,5,2022-02-06,Really good app.. awesome materials are there .. instantly diagnosis of diseases are really appreciable.. Just need to work on the picture taking process 🤠.. Overall it's too nice 💙💙
Pradeepta Swain,5,2022-03-11,Very Helpfull application and very easy to use
Yax Chavan,4,2020-05-03,Very useful app !! I like the feature of pest and diseases and it's management and control. Also the package of practices of crops is very beneficial and also it proved to be very accurate. But the only downside is it's accuracy in terms of crop scanning. I used a lot of apps for farming but none of them was a feature rich app like Plantix !!
A Google user,2,2019-01-09,im having trouble being able to add the plants im growing and the app keeps saying that my profile cannot be found. I love the concept of the app but cant seem to use it the way its intended. maybe its a user error but I've tried doing a lot of different things to get it to work. I WOULD love to use this app though.
VISWARUPA REDDY,5,2022-03-19,Excellent work but please add mosambi crop
Alon Ovadiya,5,2020-09-19,Looks good. Excellent UI simple and easy to use. Graphics are appealing. Felt like as if the rating perhap don't reflect the amount of efforts put into making it work.
Vincent Thole,4,2022-03-11,So nice the app and quick response no so much ad
Manjunathgowda Manjunathgowda,4,2022-02-05,Don't no but you have to strat in orgainic and goods purchases option in your app
Mike Johnson,5,2021-08-14,"Amazing app, especially with all the terrible, deceptive and outright abusive apps out there. Even if it does not support the crop yet, it offers help and advice. This happened one time out of probably 15 correct identifications. It's very responsive and easy to use. EDIT: Their support staff kinda kicks a** too."
Hashim T Abubacker,4,2020-01-10,"This is the Indian version of farmers almanac. App gives both biological and chemical controls which is a plus. Recognizes most of the deficiencies but not all pest problem but thats fine they are working on it, I can see the changes as a long time user. The problem is that it restricts the plant library according to the location and season. Every details or selection of plants needs to be available all the time and recommendation should be given on changing season thats more convenient."
Deveendra Reddy Reddam,5,2018-11-07,"This app is very useful for the new learners. But also provide the meanings of words. In the sense in one state only different areas people will use different words, this would be a challenge for a farmer to understand if it in their local language also. Also provide the photos of pesticides as lot of farmers were not able to understand the biological terms. Thank you"
sreenivasa lokesh,4,2019-04-24,"I am very much connected to the idea. This app was an ad-suggestion by YouTube while watching a vedio, and I quickly got connected with the idea. I feel that this idea deserves an applause as you are trying to connect the dots between a farmer and an agricultural expert, which I believe never in the past was tried this efficiently. I haven't used the app yet , I just download it, but I am excited to use it. I hope the app doesn't disappoint."
TheRealM,2,2020-05-22,"It needs to add a lot more vegetables and fruits to the ""select your crops"" or let us add & customize. Also seems like there are a lot of functions to this app, but not clear where or how to access. Has potential."
A Google user,1,2018-12-11,1.It does not cover a lot of crops.. there r very few in it... 2. It crashes whenever i take a picture of infected leave of a plant.. return back to home page with no result. So much disappointed that i m going to uninstall it.. Worst experience
venki alla,1,2022-02-19,Audio not showing in app
Chris Bunch,4,2022-01-22,Good app and I like how u have people from all over with answers I like that it's good for me to get more than 1 answers and possible solutions.
Sivakumar S,3,2022-03-17,Good. Responsive team.
Manoj Sawant,5,2021-11-03,"The problem is solved quickly & Proper information is provided, One of the good features is that if you search for a photo of any crop or fruit, you will get the answer immediately and The solution is also suggested there so it is better to decide what to do next."
Francis Anang,4,2019-08-13,Just downloaded it today and it really great. it was very helpful for my extension work. Would have been very happy if more of tropical crops were/are included in this app. They should optimize it by countries so that crop can easily be identified and proper diagnostic of crop. Good work by the team.
Mahendra Thakare,4,2020-07-30,"Wow, this is a wonderful app and help me a lot . As I am newly in the farming sector and doesn't having that much of knowledge about the farming. These app gives me a complete guidance about the crops, it's management, harms and controls. And the weathered Cliemets. I hartly thanks to this app and team for these great effort towards the farming sector."
Jon Tse,1,2018-11-02,Only using this app are photos on my phone not completely in focus. Was finally able to upload some pretty obvious photos of scale mite which the app couldn't identify. Disappointing.
Clever Munsunge,3,2022-01-06,"I hav really enjoying using this app ever, it even guide whether if you can apply pesticides or not."
NM,5,2022-01-13,I like plastic as because of its quick and valuable response and advice.
Sourabh Naik,5,2022-02-11,App is very nice and good work is app he app is very good working and best thinking reports😊👍👍
SAGEN KISKU,1,2022-01-30,"App is not working properly,even l am not getting any information like mustered crop and others.."
Gurinder Singh,1,2019-07-02,"Useless app for me. The app asks you to pick top 4 crops you are interested in and its really frustrating that you are forced to select from a VERY limited collection of crops that dont include the ones i want like kale, spinach, garlic, broccoli, beets."
Fabrice Muhinyuza,4,2022-03-07,Very nice apps its a docyor for all plants
senthilathiban Veeriah,5,2021-06-13,I have been using this for more than a month. I am on the Premier package. The team at Agrio are outstanding 👏. They have responded to each and every enquiry I send. They communicate very well seeking clarification if necessary and Sometimes photos to enable them to analyse the problem. The advice I have received is excellent. I normally do some research myself and have found their advice spot on. I am extremely pleased with Agrio and the team. I have recommend Agrio to friends and family
g upender g upender,1,2022-01-26,Completely wrong identification and not given to the solution this app only for fertilizer shops advertising purpose so friends don't install this app
srikanth kuruma,4,2022-02-28,Very helpful for all crops
settu rathinam,5,2022-03-07,Good service to formes
Srinu Srinivasulu,5,2022-03-03,It is very useful for farmers those who educated well
mohammed khan,5,2019-08-13,"I think its the best app for agriculture. Had a bug in the app after updating, the plantix team was responsive enough in helping me getting it fixed. Really appreciate. Advisory feature was not showing even after several updates, all it needed was uninstalling and reinstalling again."
Alicia Donnell,3,2020-09-25,"I absolutely love this app! The community of people are so right there to help you out when you have a question and are very insightful. They are also very accepting of your input as well and to date I have not seen anyone shame anyone for a possibly incorrect answer or anything. However, I wish there were 2 things I could change about it though.... I wish there were more plant identification, I also wish that categories were added rather than just things that yields edible contents"
Ashley McCammon,1,2021-06-03,"Wouldn't accept any of my pictures of my sick tomato. ""Too blurry"" ""too far away"" etc etc. I never even was able to use it because it wouldn't accept anything. Good idea but the app isn't friendly to phones aren't the absolute newest with the best camera."
Ananth Prabhu,4,2022-02-02,"This app is very usefull to farmers as well as Dealers, We can get Effective Solutions about Agriculture , Plantation related Problems. I am a Agri Input Dealer and as per my Knoledge everyone should install this App & get Solutions of their Problems.. Thank you Plantix"
Cory Pritchard,3,2020-04-11,"Very handy app, awesome idea, and I hope it is continued to be updated and improved. My biggest concern with the app is potentially misdiagnosis of plants. The app doesn't ask basic questions that could instantly solve most problems beginner gardners will have. How often do you water? How often do you fertilize? What is your soil mixture? What all have you done to help the plant already? Did you water more or apply more nutrients? Transplant? Overtrim it?"
Devi Lamare,4,2022-01-16,. I love to read about plants . Thanks plantix app . To help me for more information about plants .
Robert Burroughs,1,2021-06-23,App is to slow for navigation acres are way out speed is way out junk cost me 1000z in a total disaster in my fields
Joanne Zitko,1,2019-02-17,"All I want is an app where I upload the photo, type in the plant and get the disease. I don't want to be hit with a sales pitch before I even open the app for an upgrade. I needed to identify a tree. couldn't find trees. Had to install."
Pramod Kumar,5,2022-02-01,"Good to diagnose the problems in plants, very helpful"
Hemal Alim,5,2022-01-12,Really informative and easy to use
Sridhar G,5,2021-11-24,I had a query regarding my plant which was suffering from a insect infestation. The problem was there from some years. I decided to try plantix. I posted the problem and the solution was given in the community within minutes. Thanks a lot Plantix and its helpful community.
Ram Sridharan,4,2018-12-20,"This portal on plants, finding the identity, the disease, the remedy is really help full, at the same time needs to be more educative, at times the subscribers send photo of plants and it is very diffocult for the soft ware to identify from.the photo, like today, I sent a photo-shot small baby apple plant which was showing curling of its leave with wrinkles, it could not be diagnosed correctly as to what could be cause. However, the site is very help full. thanks. - ram sridharan."
Krishna Muralidharan,5,2022-02-07,Super app. Great idea. Very useful
Obi Reddy,5,2022-02-18,It's very useful for cultivation guidens per new farmers aswell experienced farmers.
Channamaneni Anandarao,3,2022-02-18,Good forming service
Hugo Rochefort,5,2019-02-16,"Very interesting app, even for me who is a novice and just want to learn things about plants. The community is very well informed and always have some good advices. The UI of the app is perfect, good job!"
Joy Mukherjee,5,2021-02-08,"Excellent app,I have had a terrace garden comprising of 100/125 plants in pots for over 10 years. All this time I was at the mercy of the gardener/ mali, with his limited knowledge,now all that has changed due to Plantix app,kudos to you. The community concept is awesome and people are very helpful. Wish I could source plants ,seeds,and insecticide/ pesticides from this app. It would complete the circle."
